etid,startdate,enddate,status
53518,06/12/2010,,1
53215,06/12/2010,,1
53570,06/12/2010,,1
53628,06/12/2010,,1
53507,06/12/2010,,1
53302,06/12/2010,,1
53636,06/12/2010,,1
53104,06/12/2010,,1
53639,06/12/2010,,1
53860,06/12/2010,,1
53191,06/12/2010,,1
53617,06/12/2010,,1
53694,06/12/2010,,1
52969,06/12/2010,,1
53852,06/12/2010,,1
53851,06/12/2010,,1
53675,06/14/2010,,1
45913,06/14/2010,,1
52203,06/14/2010,,1
53651,06/14/2010,,1
52860,06/14/2010,,1
53657,06/14/2010,,1
53481,06/14/2010,,1
53405,06/14/2010,,1
53677,06/14/2010,,1
53521,06/14/2010,,1
53678,06/14/2010,,1
53487,06/14/2010,,1
53598,06/14/2010,,1
52712,06/14/2010,,1
52843,06/14/2010,,1
52798,06/14/2010,,1
53897,06/14/2010,,1
53377,06/14/2010,,1
53366,06/14/2010,,1
53017,06/14/2010,,1
53448,06/14/2010,,1
53298,06/14/2010,,1
52837,06/14/2010,,1
52968,06/14/2010,,1
53536,06/14/2010,,1
53786,06/14/2010,,1
53514,06/14/2010,,1
53802,06/14/2010,,1
53806,06/14/2010,,1
53335,06/14/2010,,1
52688,06/14/2010,,1
53299,06/14/2010,,1
53825,06/14/2010,,1
53978,06/14/2010,,1
53269,06/14/2010,,1
53763,06/14/2010,,1
53827,06/14/2010,,1
53057,06/14/2010,,1
53381,06/14/2010,,1
53718,06/14/2010,,1
53794,06/14/2010,,1
53822,06/14/2010,,1
52037,06/14/2010,,1
53250,06/14/2010,,1
53118,06/14/2010,,1
52947,06/14/2010,,1
53196,06/14/2010,,1
53277,06/14/2010,,1
53397,06/14/2010,,1
53286,06/14/2010,,1
53927,06/14/2010,,1
53194,06/14/2010,,1
51951,06/14/2010,,1
52088,06/14/2010,,1
53761,06/14/2010,,1
53346,06/14/2010,,1
53720,06/14/2010,,1
53946,06/14/2010,,1
53167,06/14/2010,,1
53861,06/14/2010,,1
53290,06/14/2010,,1
53588,06/14/2010,,1
53128,06/14/2010,,1
53151,06/14/2010,,1
53712,06/14/2010,,1
53914,06/14/2010,,1
53206,06/14/2010,,1
53488,06/14/2010,,1
53774,06/14/2010,,1
35680,06/14/2010,,1
52547,06/14/2010,,1
53764,06/14/2010,,1
52920,06/14/2010,,1
53772,06/14/2010,,1
53775,06/14/2010,,1
53813,06/14/2010,,1
51909,06/14/2010,,1
53031,06/14/2010,,1
53581,06/14/2010,,1
53325,06/14/2010,,1
53447,06/14/2010,,1
53705,06/14/2010,,1
53459,06/14/2010,,1
53832,06/14/2010,,1
53517,06/14/2010,,1
53725,06/14/2010,,1
53236,06/14/2010,,1
53556,06/14/2010,,1
53382,06/14/2010,,1
53905,06/14/2010,,1
53933,06/14/2010,,1
53734,06/14/2010,,1
53165,06/14/2010,,1
53170,06/14/2010,,1
53195,06/14/2010,,1
53221,06/14/2010,,1
53222,06/14/2010,,1
53410,06/14/2010,,1
53833,06/14/2010,,1
53841,06/14/2010,,1
53504,06/14/2010,,1
52941,06/14/2010,,1
53496,06/14/2010,,1
50908,06/14/2010,,1
53542,06/14/2010,,1
53784,06/14/2010,,1
53470,06/14/2010,,1
53646,06/14/2010,,1
54044,06/14/2010,,1
53054,06/14/2010,,1
53072,06/14/2010,,1
53192,06/14/2010,,1
53548,06/14/2010,,1
53787,06/14/2010,,1
53788,06/14/2010,,1
54011,06/14/2010,,1
53482,06/14/2010,,1
53738,06/14/2010,,1
54027,06/14/2010,,1
53077,06/14/2010,,1
53779,06/14/2010,,1
53928,06/14/2010,,1
53202,06/14/2010,,1
53244,06/14/2010,,1
53936,06/14/2010,,1
53789,06/14/2010,,1
53869,06/14/2010,,1
53340,06/14/2010,,1
54116,06/14/2010,,1
53669,06/14/2010,,1
54140,06/14/2010,,1
53796,06/14/2010,,1
53887,06/14/2010,,1
54146,06/14/2010,,1
53374,06/14/2010,,1
54058,06/14/2010,,1
53389,06/14/2010,,1
53440,06/14/2010,,1
52780,06/14/2010,,1
53752,06/14/2010,,1
54019,06/14/2010,,1
54048,06/14/2010,,1
53580,06/14/2010,,1
54072,06/14/2010,,1
53911,06/14/2010,,1
51805,06/14/2010,,1
53912,06/14/2010,,1
54053,06/14/2010,,1
54023,06/14/2010,,1
53904,06/14/2010,,1
53693,06/14/2010,,1
53780,06/14/2010,,1
53783,06/14/2010,,1
53687,06/14/2010,,1
54242,06/15/2010,,1
53823,06/15/2010,,1
54243,06/15/2010,,1
54220,06/15/2010,,1
53692,06/15/2010,,1
53975,06/15/2010,,1
53998,06/15/2010,,1
54238,06/15/2010,,1
54013,06/15/2010,,1
51761,06/15/2010,,1
53948,06/15/2010,,1
53963,06/15/2010,,1
53956,06/15/2010,,1
53969,06/15/2010,,1
54150,06-15-2010,,1
54174,06/15/2010,,1
53578,06/15/2010,,1
53524,06/15/2010,,1
53461,06/15/2010,,1
54195,06/15/2010,,1
53595,06/15/2010,,1
54212,06/15/2010,,1
53962,06/15/2010,,1
53966,06/15/2010,,1
53367,06/15/2010,,1
54162,06/15/2010,,1
53685,06/15/2010,,1
53954,06/15/2010,,1
52216,06/15/2010,,1
53811,06/15/2010,,1
53906,06/15/2010,,1
53347,06/15/2010,,1
54141,06/15/2010,,1
28346,06/15/2010,,1
53216,06/15/2010,,1
53868,06/15/2010,,1
54118,06/15/2010,,1
53919,06/15/2010,,1
53857,06/15/2010,,1
53575,06/15/2010,,1
54062,06/15/2010,,1
53379,06/15/2010,,1
53924,06/15/2010,,1
53730,06/15/2010,,1
53566,06/15/2010,,1
53723,06/15/2010,,1
53624,06/15/2010,,1
53875,06/15/2010,,1
53736,06/15/2010,,1
53323,06/15/2010,,1
53745,06/15/2010,,1
53644,06/15/2010,,1
49774,06/15/2010,,1
52923,06/15/2010,,1
53943,06/15/2010,,1
53373,06/15/2010,,1
54210,06/15/2010,,1
53742,06/15/2010,,1
53748,06/15/2010,,1
53690,06/15/2010,,1
53108,06/15/2010,,1
54223,06/15/2010,,1
53785,06/15/2010,,1
53633,06/15/2010,,1
53729,06/15/2010,,1
53473,06/15/2010,,1
53762,06/15/2010,,1
53546,06/15/2010,,1
53743,06/15/2010,,1
53844,06/15/2010,,1
53416,06/15/2010,,1
53895,06/15/2010,,1
53986,06/15/2010,,1
54222,06/15/2010,,1
54173,06/15/2010,,1
46767,06/15/2010,,1
53590,06/15/2010,,1
53525,06/15/2010,,1
53840,06/15/2010,,1
53489,06/15/2010,,1
53930,06/15/2010,,1
54024,06/15/2010,,1
53532,06/15/2010,,1
52972,06/15/2010,,1
53726,06/15/2010,,1
53182,06/15/2010,,1
53544,06/15/2010,,1
54278,06/15/2010,,1
53926,06/15/2010,,1
54271,06/15/2010,,1
54065,06/15/2010,,1
53739,06/15/2010,,1
53791,06/15/2010,,1
42972,06/15/2010,,1
54178,06/15/2010,,1
53737,06/15/2010,,1
54107,06/15/2010,,1
53872,06/15/2010,,1
53467,06/15/2010,,1
54190,06/15/2010,,1
54068,06/15/2010,,1
54332,06/15/2010,,1
53987,06/15/2010,,1
53006,06/15/2010,,1
54280,06/15/2010,,1
54057,06/15/2010,,1
54120,06/15/2010,,1
54180,06/15/2010,,1
54302,06/15/2010,,1
53830,06/15/2010,,1
51136,06/15/2010,,1
54063,06/15/2010,,1
53873,06/15/2010,,1
52782,06/15/2010,,1
49079,06/15/2010,,1
54344,06/15/2010,,1
53989,06/15/2010,,1
54098,06/15/2010,,1
54348,06/15/2010,,1
53807,06/15/2010,,1
53952,06/15/2010,,1
54119,06/15/2010,,1
53953,06/15/2010,,1
54004,06/15/2010,,1
54147,06/15/2010,,1
54123,06/15/2010,,1
52958,06/15/2010,,1
54088,06/15/2010,,1
53623,06/15/2010,,1
53923,06/15/2010,,1
53611,06/15/2010,,1
54340,06/15/2010,,1
54378,06/16/2010,,1
53961,06/16/2010,,1
53972,06/16/2010,,1
53958,06/16/2010,,1
53062,06/16/2010,,1
53060,06/16/2010,,1
53452,06/16/2010,,1
53818,06/16/2010,,1
54193,06/16/2010,,1
53478,06/16/2010,,1
54265,06/16/2010,,1
53187,06/16/2010,,1
54007,06/16/2010,,1
54015,06/16/2010,,1
52275,06/16/2010,,1
50107,06/16/2010,,1
53579,06/16/2010,,1
53576,06/16/2010,,1
52527,06/16/2010,,1
54106,06/16/2010,,1
44204,06/16/2010,,1
54387,06/16/2010,,1
53755,06/16/2010,,1
54087,06/16/2010,,1
54175,06/16/2010,,1
53996,06/16/2010,,1
54163,06/16/2010,,1
53081,06/16/2010,,1
54365,06/16/2010,,1
54328,06/16/2010,,1
54122,06/16/2010,,1
54094,06/16/2010,,1
43182,06/16/2010,,1
54276,06/16/2010,,1
54313,06/16/2010,,1
54339,06/16/2010,,1
54385,06/16/2010,,1
54472,06/16/2010,,1
53593,06/16/2010,,1
54444,06/16/2010,,1
54404,06/16/2010,,1
52991,06/16/2010,,1
54200,06/16/2010,,1
54034,06/16/2010,,1
54227,06/16/2010,,1
54329,06/16/2010,,1
53877,06/16/2010,,1
54346,06/16/2010,,1
54333,06/16/2010,,1
54111,06/16/2010,,1
54129,06/16/2010,,1
54386,06/16/2010,,1
50543,06/16/2010,,1
53993,06/16/2010,,1
54070,06/16/2010,,1
52207,06/16/2010,,1
53547,06/16/2010,,1
53848,06/16/2010,,1
54010,06/16/2010,,1
52727,06/16/2010,,1
53997,06/16/2010,,1
53819,06/16/2010,,1
54064,06/16/2010,,1
54012,06/16/2010,,1
53847,06/16/2010,,1
53591,06/16/2010,,1
54183,06/16/2010,,1
53853,06/16/2010,,1
53838,06/16/2010,,1
53910,06/16/2010,,1
54136,06/16/2010,,1
54229,06/16/2010,,1
53596,06/16/2010,,1
54231,06/16/2010,,1
54005,06/16/2010,,1
54512,06/16/2010,,1
52495,06/16/2010,,1
53817,06/16/2010,,1
54156,06/16/2010,,1
53731,06/16/2010,,1
54182,06/16/2010,,1
54459,06/16/2010,,1
54449,06/16/2010,,1
50471,06/16/2010,,1
54213,06/16/2010,,1
53702,06/16/2010,,1
53287,06/16/2010,,1
54167,06/16/2010,,1
54355,06/16/2010,,1
54584,06/16/2010,,1
54614,06/16/2010,,1
54194,06/16/2010,,1
54198,06/16/2010,,1
54631,06/16/2010,,1
54321,06/16/2010,,1
54199,06/16/2010,,1
50507,06/16/2010,,1
54367,06/16/2010,,1
54304,06/16/2010,,1
53826,06/16/2010,,1
54008,06/16/2010,,1
53971,06/16/2010,,1
54319,06/16/2010,,1
54047,06-16-2010,,1
53829,06/17/2010,,1
45841,06/17/2010,,1
54248,06/17/2010,,1
52804,06/17/2010,,1
54258,06/17/2010,,1
54239,06/17/2010,,1
54260,06/17/2010,,1
54244,06/17/2010,,1
54235,06/17/2010,,1
53309,06/17/2010,,1
53291,06/17/2010,,1
54259,06/17/2010,,1
52142,06/17/2010,,1
54464,06/17/2010,,1
53312,06/17/2010,,1
54282,06/17/2010,,1
54247,06/17/2010,,1
54415,06/17/2010,,1
53991,06/17/2010,,1
53046,06/17/2010,,1
54267,06/17/2010,,1
53141,06/17/2010,,1
54291,06/17/2010,,1
40174,06/17/2010,,1
53878,06/17/2010,,1
54323,06/17/2010,,1
54121,06/17/2010,,1
54421,06/17/2010,,1
54390,06/17/2010,,1
54135,06/17/2010,,1
54504,06/17/2010,,1
54474,06/17/2010,,1
53880,06/17/2010,,1
54632,06/17/2010,,1
54606,06/17/2010,,1
53493,06/17/2010,,1
54383,06/17/2010,,1
54498,06/17/2010,,1
54539,06/17/2010,,1
54099,06/17/2010,,1
54330,06/17/2010,,1
54084,06/17/2010,,1
54519,06/17/2010,,1
54551,06/17/2010,,1
54650,06/17/2010,,1
54342,06/17/2010,,1
54435,06/17/2010,,1
53901,06/17/2010,,1
54565,06/17/2010,,1
54508,06/17/2010,,1
54337,06/17/2010,,1
54547,06/17/2010,,1
54553,06/17/2010,,1
54598,06/17/2010,,1
53469,06/17/2010,,1
54776,06/17/2010,,1
54366,06/17/2010,,1
53976,06/17/2010,,1
54493,06/17/2010,,1
53439,06/17/2010,,1
53562,06/17/2010,,1
53248,06/17/2010,,1
53778,06/17/2010,,1
54522,06/17/2010,,1
54325,06/17/2010,,1
53994,06/17/2010,,1
54089,06/17/2010,,1
54029,06/17/2010,,1
54020,06/17/2010,,1
53088,06/17/2010,,1
54566,06/17/2010,,1
54080,06/17/2010,,1
54104,06/17/2010,,1
53506,06/17/2010,,1
54296,06/17/2010,,1
53977,06/17/2010,,1
54594,06/17/2010,,1
54037,06/17/2010,,1
52730,06/17/2010,,1
54374,06/17/2010,,1
54531,06/17/2010,,1
54345,06/17/2010,,1
54009,06/17/2010,,1
54634,06/17/2010,,1
54201,06/17/2010,,1
54463,06/17/2010,,1
54203,06/17/2010,,1
53292,06/17/2010,,1
54218,06/17/2010,,1
54494,06/17/2010,,1
54309,06/17/2010,,1
54380,06/17/2010,,1
54527,06/17/2010,,1
54623,06/17/2010,,1
54306,06/17/2010,,1
53296,06/17/2010,,1
54234,06/17/2010,,1
54236,06/17/2010,,1
53400,06/17/2010,,1
54396,06/17/2010,,1
53649,06/17/2010,,1
54204,06/17/2010,,1
53035,06/17/2010,,1
54006,06/17/2010,,1
54299,06/17/2010,,1
54001,06/17/2010,,1
54226,06/17/2010,,1
54455,06/17/2010,,1
52108,06/17/2010,,1
54109,06/17/2010,,1
54416,06/17/2010,,1
54143,06/17/2010,,1
54268,06/17/2010,,1
54746,06/17/2010,,1
54558,06/17/2010,,1
53551,06/17/2010,,1
54061,06/17/2010,,1
54794,06/17/2010,,1
54467,06/17/2010,,1
54336,06/17/2010,,1
49237,06/17/2010,,1
54704,06/17/2010,,1
48957,06/17/2010,,1
54518,06/17/2010,,1
46959,06/17/2010,,1
54197,06/17/2010,,1
54388,06/17/2010,,1
54361,06/17/2010,,1
54567,06/17/2010,,1
46434,06/17/2010,,1
54148,06/17/2010,,1
54358,06/17/2010,,1
54582,06/17/2010,,1
54252,06/17/2010,,1
42858,06/17/2010,,1
37475,06/17/2010,,1
54254,06/18/2010,,1
54253,06/18/2010,,1
54672,06/18/2010,,1
54245,06/18/2010,,1
54699,06/18/2010,,1
54249,06/18/2010,,1
54529,06/18/2010,,1
53856,06/18/2010,,1
54664,06/18/2010,,1
54154,06/18/2010,,1
54158,06/18/2010,,1
54683,06/18/2010,,1
53990,06/18/2010,,1
54316,06/18/2010,,1
53985,06/18/2010,,1
54377,06/18/2010,,1
53964,06/18/2010,,1
53980,06/18/2010,,1
54607,06/18/2010,,1
54832,06/18/2010,,1
54214,06/18/2010,,1
54191,06/18/2010,,1
54554,06/18/2010,,1
54233,06/18/2010,,1
53843,06/18/2010,,1
54617,06/18/2010,,1
54640,06/18/2010,,1
54334,06/18/2010,,1
53406,06/18/2010,,1
54878,06/18/2010,,1
54482,06/18/2010,,1
54791,06/18/2010,,1
54777,06/18/2010,,1
54305,06/18/2010,,1
53010,06/18/2010,,1
54298,06/18/2010,,1
54399,06/18/2010,,1
54596,06/18/2010,,1
54619,06/18/2010,,1
54817,06/18/2010,,1
54406,06/18/2010,,1
54727,06/18/2010,,1
53026,06/18/2010,,1
54078,06/18/2010,,1
54450,06/18/2010,,1
54290,06/18/2010,,1
54827,06/18/2010,,1
54570,06/18/2010,,1
54638,06/18/2010,,1
52921,06/18/2010,,1
54468,06/18/2010,,1
54076,06/18/2010,,1
54487,06/18/2010,,1
54587,06/18/2010,,1
54101,06/18/2010,,1
54831,06/18/2010,,1
54805,06/18/2010,,1
54469,06/18/2010,,1
54765,06/18/2010,,1
54768,06/18/2010,,1
54479,06/18/2010,,1
54410,06/18/2010,,1
54400,06/18/2010,,1
54795,06/18/2010,,1
54880,06/18/2010,,1
54457,06/18/2010,,1
54844,06/18/2010,,1
54430,06/18/2010,,1
54505,06/18/2010,,1
54535,06/18/2010,,1
53951,06/18/2010,,1
41000,06/18/2010,,1
54413,06/18/2010,,1
54970,06/18/2010,,1
54434,06/18/2010,,1
54051,06/18/2010,,1
54743,06/18/2010,,1
52663,06/18/2010,,1
54986,06/18/2010,,1
54769,06/18/2010,,1
54576,06/18/2010,,1
54269,06/18/2010,,1
54284,06/18/2010,,1
54760,06/18/2010,,1
54753,06/18/2010,,1
54105,06/18/2010,,1
54483,06/18/2010,,1
54292,06/18/2010,,1
54049,06/18/2010,,1
52731,06/18/2010,,1
54317,06/18/2010,,1
54437,06/18/2010,,1
54206,06/18/2010,,1
50754,06/18/2010,,1
54981,06/18/2010,,1
54569,06/18/2010,,1
53049,06/18/2010,,1
54221,06/18/2010,,1
54310,06/18/2010,,1
47696,06/18/2010,,1
54036,06/18/2010,,1
54887,06/18/2010,,1
54775,06/18/2010,,1
54067,06/18/2010,,1
54490,06/18/2010,,1
48874,06/18/2010,,1
55093,06/18/2010,,1
54729,06/18/2010,,1
54274,06/18/2010,,1
55050,06/18/2010,,1
54458,06/18/2010,,1
54579,06/18/2010,,1
30705,06/18/2010,,1
54510,06/18/2010,,1
55048,06/18/2010,,1
54824,06/18/2010,,1
55074,06/18/2010,,1
54418,06/18/2010,,1
54485,06/18/2010,,1
54625,06/18/2010,,1
54750,06/18/2010,,1
54353,06/18/2010,,1
54836,06/18/2010,,1
54552,06/18/2010,,1
54588,06/18/2010,,1
54853,06/18/2010,,1
54127,06/18/2010,,1
51651,06/18/2010,,1
54151,06/18/2010,,1
54130,06/18/2010,,1
54475,06/18/2010,,1
54207,06/18/2010,,1
54532,06/18/2010,,1
46600,06/18/2010,,1
54224,06/18/2010,,1
53746,06/18/2010,,1
54841,06/18/2010,,1
53814,06/18/2010,,1
54559,06/18/2010,,1
54591,06/18/2010,,1
47913,06/18/2010,,1
53642,06/18/2010,,1
53999,06/18/2010,,1
52846,06/18/2010,,1
54295,06/18/2010,,1
54025,06/18/2010,,1
51178,06/18/2010,,1
54709,06/18/2010,,1
54144,06/18/2010,,1
54465,06/18/2010,,1
54767,06/18/2010,,1
54331,06/18/2010,,1
54486,06/18/2010,,1
54514,06/19/2010,,1
54537,06/19/2010,,1
54402,06/19/2010,,1
54940,06/19/2010,,1
50758,06/19/2010,,1
54438,06/19/2010,,1
54780,06/19/2010,,1
48953,06/19/2010,,1
54515,06/19/2010,,1
54362,06/19/2010,,1
54929,06/19/2010,,1
54953,06/19/2010,,1
54692,06/19/2010,,1
54411,06/19/2010,,1
54441,06/19/2010,,1
52749,06/19/2010,,1
54428,06/19/2010,,1
54895,06/19/2010,,1
54756,06/19/2010,,1
53442,06/19/2010,,1
54586,06/19/2010,,1
54936,06/19/2010,,1
54395,06/19/2010,,1
54804,06/19/2010,,1
55013,06/19/2010,,1
54761,06/19/2010,,1
54456,06/19/2010,,1
54054,06/19/2010,,1
54681,06/19/2010,,1
54433,06/19/2010,,1
54973,06/19/2010,,1
53879,06/19/2010,,1
54451,06/19/2010,,1
51850,06/19/2010,,1
54633,06/19/2010,,1
54613,06/19/2010,,1
54060,06/19/2010,,1
54858,06/19/2010,,1
54524,06/19/2010,,1
54755,06/19/2010,,1
54652,06/19/2010,,1
54629,06/19/2010,,1
54723,06/19/2010,,1
54962,06/19/2010,,1
54905,06/19/2010,,1
55103,06/19/2010,,1
54674,06/19/2010,,1
54863,06/19/2010,,1
54124,06/19/2010,,1
54534,06/19/2010,,1
54754,06/19/2010,,1
54277,06/19/2010,,1
54717,06/19/2010,,1
54466,06/19/2010,,1
51533,06/19/2010,,1
54663,06/19/2010,,1
54700,06/19/2010,,1
54935,06/19/2010,,1
53284,06/19/2010,,1
54666,06/19/2010,,1
53336,06/19/2010,,1
54684,06/19/2010,,1
54662,06/19/2010,,1
54930,06/19/2010,,1
54350,06/19/2010,,1
54975,06/19/2010,,1
55078,06/19/2010,,1
55041,06/19/2010,,1
53275,06/19/2010,,1
55071,06/19/2010,,1
54209,06/19/2010,,1
54924,06/19/2010,,1
54609,06/19/2010,,1
54903,06/19/2010,,1
50579,06/19/2010,,1
54580,06/19/2010,,1
50466,06/19/2010,,1
53957,06/19/2010,,1
44969,06/19/2010,,1
50817,06/19/2010,,1
54171,06/19/2010,,1
54656,06/19/2010,,1
55010,06/19/2010,,1
27096,06/19/2010,,1
54901,06/19/2010,,1
54556,06/19/2010,,1
55067,06/19/2010,,1
54675,06/19/2010,,1
52767,06/19/2010,,1
53758,06/19/2010,,1
53800,06/19/2010,,1
54583,06/19/2010,,1
54612,06/19/2010,,1
54748,06/19/2010,,1
54888,06/19/2010,,1
54369,06/19/2010,,1
54990,06/21/2010,,1
55009,06/21/2010,,1
54983,06/21/2010,,1
54028,06/21/2010,,1
55004,06/21/2010,,1
54959,06/21/2010,,1
54376,06/21/2010,,1
55069,06/21/2010,,1
55040,06/21/2010,,1
54904,06/21/2010,,1
54575,06/21/2010,,1
54945,06/21/2010,,1
54916,06/21/2010,,1
54610,06/21/2010,,1
54561,06/21/2010,,1
54963,06/21/2010,,1
54560,06/21/2010,,1
54833,06/21/2010,,1
55011,06/21/2010,,1
54839,06/21/2010,,1
54740,06/21/2010,,1
54770,06/21/2010,,1
54809,06/21/2010,,1
54715,06/21/2010,,1
53938,06/21/2010,,1
54646,06/21/2010,,1
54093,06/21/2010,,1
54874,06/21/2010,,1
53756,06/21/2010,,1
53939,06/21/2010,,1
54738,06/21/2010,,1
54648,06/21/2010,,1
55169,06/21/2010,,1
54679,06/21/2010,,1
54462,06/21/2010,,1
55142,06/21/2010,,1
54979,06/21/2010,,1
54639,06/21/2010,,1
54706,06/21/2010,,1
54852,06/21/2010,,1
54669,06/21/2010,,1
54923,06/21/2010,,1
50276,06/21/2010,,1
54657,06/21/2010,,1
54934,06/21/2010,,1
55199,06/21/2010,,1
52100,06/21/2010,,1
54172,06/21/2010,,1
54678,06/21/2010,,1
54917,06/21/2010,,1
55205,06/21/2010,,1
54670,06/21/2010,,1
54405,06/21/2010,,1
54819,06/21/2010,,1
55092,06/21/2010,,1
54370,06/21/2010,,1
54453,06/21/2010,,1
54907,06/21/2010,,1
53984,06/21/2010,,1
54732,06/21/2010,,1
53713,06/21/2010,,1
53768,06/21/2010,,1
54813,06/21/2010,,1
54730,06/21/2010,,1
54820,06/21/2010,,1
54960,06/21/2010,,1
55054,06/21/2010,,1
55084,06/21/2010,,1
54689,06/21/2010,,1
54425,06/21/2010,,1
54789,06/21/2010,,1
55102,06/21/2010,,1
55068,06/21/2010,,1
55072,06/21/2010,,1
54728,06/21/2010,,1
54611,06/21/2010,,1
55148,06/21/2010,,1
54264,06/21/2010,,1
54186,06/21/2010,,1
51181,06/21/2010,,1
55156,06/21/2010,,1
55106,06/21/2010,,1
54872,06/21/2010,,1
53697,06/21/2010,,1
53888,06/21/2010,,1
55058,06/21/2010,,1
54742,06/21/2010,,1
54424,06/21/2010,,1
53101,06/21/2010,,1
54879,06/21/2010,,1
54300,06/21/2010,,1
54454,06/21/2010,,1
54955,06/21/2010,,1
54974,06/21/2010,,1
54572,06/21/2010,,1
54713,06/21/2010,,1
55015,06/21/2010,,1
54426,06/21/2010,,1
54793,06/21/2010,,1
55111,06/21/2010,,1
54860,06/21/2010,,1
55024,06/21/2010,,1
55113,06/21/2010,,1
55162,06/21/2010,,1
55021,06/21/2010,,1
54968,06/21/2010,,1
55101,06/21/2010,,1
54865,06/21/2010,,1
54040,06/21/2010,,1
55109,06/21/2010,,1
54967,06/21/2010,,1
54651,06/21/2010,,1
53631,06/21/2010,,1
54517,06/21/2010,,1
55112,06/21/2010,,1
55127,06/21/2010,,1
54909,06/21/2010,,1
54676,06/21/2010,,1
55119,06/21/2010,,1
54722,06/21/2010,,1
54602,06/21/2010,,1
54624,06/21/2010,,1
55308,06/21/2010,,1
52529,06/21/2010,,1
54461,06/21/2010,,1
54628,06/21/2010,,1
54835,06/21/2010,,1
55326,06/21/2010,,1
54691,06/21/2010,,1
55133,06/21/2010,,1
53876,06/21/2010,,1
48480,06/21/2010,,1
55192,06/21/2010,,1
54696,06/21/2010,,1
13279,06/21/2010,,1
54734,06/21/2010,,1
53944,06/21/2010,,1
54998,06/22/2010,,1
55061,06/22/2010,,1
54371,06/22/2010,,1
55075,06/22/2010,,1
55003,06/22/2010,,1
54995,06/22/2010,,1
55016,06/22/2010,,1
54694,06/22/2010,,1
54680,06/22/2010,,1
54697,06/22/2010,,1
54655,06/22/2010,,1
54690,06/22/2010,,1
54161,06/22/2010,,1
54840,06/22/2010,,1
55219,06/22/2010,,1
54497,06/22/2010,,1
55262,06/22/2010,,1
54647,06/22/2010,,1
54961,06/22/2010,,1
55287,06/22/2010,,1
54641,06/22/2010,,1
54964,06/22/2010,,1
54790,06/22/2010,,1
55306,06/22/2010,,1
54952,06/22/2010,,1
55291,06/22/2010,,1
55389,06/22/2010,,1
54496,06/22/2010,,1
54744,06/22/2010,,1
54846,06/22/2010,,1
55100,06/22/2010,,1
38116,06/22/2010,,1
54823,06/22/2010,,1
54864,06/22/2010,,1
54848,06/22/2010,,1
54513,06/22/2010,,1
54908,06/22/2010,,1
54948,06/22/2010,,1
55007,06/22/2010,,1
54288,06/22/2010,,1
54920,06/22/2010,,1
53695,06/22/2010,,1
54942,06/22/2010,,1
55029,06/22/2010,,1
54635,06/22/2010,,1
46575,06/22/2010,,1
54785,06/22/2010,,1
53158,06/22/2010,,1
54113,06/22/2010,,1
52461,06/22/2010,,1
55086,06/22/2010,,1
55032,06/22/2010,,1
54719,06/22/2010,,1
55246,06/22/2010,,1
54745,06/22/2010,,1
54782,06/22/2010,,1
55224,06/22/2010,,1
54857,06/22/2010,,1
55294,06/22/2010,,1
55115,06/22/2010,,1
53509,06/22/2010,,1
54548,06/22/2010,,1
53903,06/22/2010,,1
55353,06/22/2010,,1
55275,06/22/2010,,1
55342,06/22/2010,,1
55238,06/22/2010,,1
54911,06/22/2010,,1
54778,06/22/2010,,1
54407,06/22/2010,,1
55088,06/22/2010,,1
54969,06/22/2010,,1
48265,06/22/2010,,1
54525,06/22/2010,,1
55227,06-22-2010,,1
55333,06/22/2010,,1
54931,06/22/2010,,1
53462,06/22/2010,,1
53656,06/22/2010,,1
55322,06/22/2010,,1
52132,06/22/2010,,1
41483,06/22/2010,,1
55352,06/22/2010,,1
55434,06/22/2010,,1
55421,06/22/2010,,1
54897,06/22/2010,,1
54440,06/22/2010,,1
55244,06/22/2010,,1
55254,06/22/2010,,1
54074,06/22/2010,,1
55260,06/22/2010,,1
55012,06/22/2010,,1
55121,06/22/2010,,1
55194,06/22/2010,,1
54893,06/22/2010,,1
54977,06/22/2010,,1
55098,06/22/2010,,1
55425,06/22/2010,,1
55536,06/22/2010,,1
55122,06/22/2010,,1
55031,06/22/2010,,1
55588,06/22/2010,,1
54906,06/22/2010,,1
55265,06/22/2010,,1
55337,06/22/2010,,1
55137,06/22/2010,,1
55172,06/22/2010,,1
55143,06/22/2010,,1
55555,06/23/2010,,1
55564,06/23/2010,,1
55042,06/23/2010,,1
55062,06/23/2010,,1
55418,06/23/2010,,1
55417,06/23/2010,,1
55413,06/23/2010,,1
53835,06/23/2010,,1
54922,06/23/2010,,1
52748,06/23/2010,,1
55411,06/23/2010,,1
54660,06/23/2010,,1
54928,06/23/2010,,1
54665,06/23/2010,,1
51084,06/23/2010,,1
55583,06/23/2010,,1
55450,06/23/2010,,1
55349,06/23/2010,,1
55612,06/23/2010,,1
55170,06/23/2010,,1
55135,06/23/2010,,1
54834,06/23/2010,,1
55255,06/23/2010,,1
55240,06/23/2010,,1
26787,06/23/2010,,1
54726,06/23/2010,,1
55286,06/23/2010,,1
55736,06/23/2010,,1
52828,06/23/2010,,1
29171,06/23/2010,,1
55741,06/23/2010,,1
55457,06/23/2010,,1
53925,06/23/2010,,1
55310,06/23/2010,,1
55150,06/23/2010,,1
55105,06/23/2010,,1
55104,06/23/2010,,1
55330,06/23/2010,,1
55454,06/23/2010,,1
